,type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
3027,Order granted,2018,4,Adoption,Standard,M/F couple,Male,15-17 years,3
3028,Order granted,2018,4,Adoption,Standard,M/F couple,Male,5-9 years,174
3029,Order granted,2018,4,Adoption,Standard,M/F couple,Male,<1 year,54
3030,Order granted,2018,4,Adoption,Standard,Other or not stated,Female,1-4 years,6
3031,Order granted,2018,4,Adoption,Standard,Other or not stated,Female,5-9 years,3
3032,Order granted,2018,4,Adoption,Standard,Other or not stated,Male,1-4 years,6
3033,Order granted,2018,4,Adoption,Standard,Same sex couple,Female,1-4 years,51
3034,Order granted,2018,4,Adoption,Standard,Same sex couple,Female,5-9 years,9
3035,Order granted,2018,4,Adoption,Standard,Same sex couple,Female,<1 year,15
3036,Order granted,2018,4,Adoption,Standard,Same sex couple,Male,1-4 years,204
3037,Order granted,2018,4,Adoption,Standard,Same sex couple,Male,5-9 years,78
3038,Order granted,2018,4,Adoption,Standard,Same sex couple,Male,<1 year,12
3039,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,1-4 years,126
3040,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,10-14 years,84
3041,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,15-17 years,42
3042,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,5-9 years,108
3043,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,<1 year,12
3044,Order granted,2018,4,Adoption,Standard,Sole applicant,Female,Other,6
3045,Order granted,2018,4,Adoption,Standard,Sole applicant,Male,1-4 years,144
3046,Order granted,2018,4,Adoption,Standard,Sole applicant,Male,10-14 years,63
3047,Order granted,2018,4,Adoption,Standard,Sole applicant,Male,15-17 years,33
3048,Order granted,2018,4,Adoption,Standard,Sole applicant,Male,5-9 years,111
3049,Order granted,2018,4,Adoption,Standard,Sole applicant,Male,<1 year,3
3050,Order granted,2018,4,Adoption,Standard,Step parent,Female,1-4 years,3
3051,Order granted,2018,4,Adoption,Standard,Step parent,Female,10-14 years,30
3052,Order granted,2018,4,Adoption,Standard,Step parent,Female,15-17 years,33
3053,Order granted,2018,4,Adoption,Standard,Step parent,Female,5-9 years,42
3054,Order granted,2018,4,Adoption,Standard,Step parent,Female,Other,15
3055,Order granted,2018,4,Adoption,Standard,Step parent,Male,1-4 years,15
3056,Order granted,2018,4,Adoption,Standard,Step parent,Male,10-14 years,51
3057,Order granted,2018,4,Adoption,Standard,Step parent,Male,15-17 years,15
3058,Order granted,2018,4,Adoption,Standard,Step parent,Male,5-9 years,48
3059,Order granted,2018,4,Adoption,Standard,Step parent,Male,<1 year,3
3060,Order granted,2018,4,Adoption,Standard,Step parent,Male,Other,6
3061,Order granted,2019,1,Adoption,Standard,M/F couple,Female,1-4 years,984
3062,Order granted,2019,1,Adoption,Standard,M/F couple,Female,10-14 years,12
3063,Order granted,2019,1,Adoption,Standard,M/F couple,Female,15-17 years,3
3064,Order granted,2019,1,Adoption,Standard,M/F couple,Female,5-9 years,216
3065,Order granted,2019,1,Adoption,Standard,M/F couple,Female,<1 year,69
3066,Order granted,2019,1,Adoption,Standard,M/F couple,Male,1-4 years,933
3067,Order granted,2019,1,Adoption,Standard,M/F couple,Male,10-14 years,15
3068,Order granted,2019,1,Adoption,Standard,M/F couple,Male,15-17 years,3
3069,Order granted,2019,1,Adoption,Standard,M/F couple,Male,5-9 years,150
3070,Order granted,2019,1,Adoption,Standard,M/F couple,Male,<1 year,66
3071,Order granted,2019,1,Adoption,Standard,Other or not stated,Female,1-4 years,6
3072,Order granted,2019,1,Adoption,Standard,Other or not stated,Female,5-9 years,9
3073,Order granted,2019,1,Adoption,Standard,Other or not stated,Male,1-4 years,6
3074,Order granted,2019,1,Adoption,Standard,Other or not stated,Male,5-9 years,6
3075,Order granted,2019,1,Adoption,Standard,Same sex couple,Female,1-4 years,81
3076,Order granted,2019,1,Adoption,Standard,Same sex couple,Female,10-14 years,3
3077,Order granted,2019,1,Adoption,Standard,Same sex couple,Female,5-9 years,9
3078,Order granted,2019,1,Adoption,Standard,Same sex couple,Female,<1 year,21
3079,Order granted,2019,1,Adoption,Standard,Same sex couple,Male,1-4 years,261
3080,Order granted,2019,1,Adoption,Standard,Same sex couple,Male,5-9 years,66
3081,Order granted,2019,1,Adoption,Standard,Same sex couple,Male,<1 year,18
3082,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,1-4 years,156
3083,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,10-14 years,78
3084,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,15-17 years,45
3085,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,5-9 years,60
3086,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,<1 year,6
3087,Order granted,2019,1,Adoption,Standard,Sole applicant,Female,Other,9
3088,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,1-4 years,150
3089,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,10-14 years,84
3090,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,15-17 years,27
3091,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,5-9 years,60
3092,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,<1 year,18
3093,Order granted,2019,1,Adoption,Standard,Sole applicant,Male,Other,3
3094,Order granted,2019,1,Adoption,Standard,Step parent,Female,1-4 years,9
3095,Order granted,2019,1,Adoption,Standard,Step parent,Female,10-14 years,57
3096,Order granted,2019,1,Adoption,Standard,Step parent,Female,15-17 years,15
3097,Order granted,2019,1,Adoption,Standard,Step parent,Female,5-9 years,45
3098,Order granted,2019,1,Adoption,Standard,Step parent,Male,1-4 years,12
3099,Order granted,2019,1,Adoption,Standard,Step parent,Male,10-14 years,54
3100,Order granted,2019,1,Adoption,Standard,Step parent,Male,15-17 years,36
3101,Order granted,2019,1,Adoption,Standard,Step parent,Male,5-9 years,24
3102,Order granted,2019,1,Adoption,Standard,Step parent,Male,Other,9
3103,Order granted,2019,2,Adoption,Standard,M/F couple,Female,1-4 years,852
3104,Order granted,2019,2,Adoption,Standard,M/F couple,Female,10-14 years,6
3105,Order granted,2019,2,Adoption,Standard,M/F couple,Female,15-17 years,3
3106,Order granted,2019,2,Adoption,Standard,M/F couple,Female,5-9 years,171
3107,Order granted,2019,2,Adoption,Standard,M/F couple,Female,<1 year,63
3108,Order granted,2019,2,Adoption,Standard,M/F couple,Male,1-4 years,789
3109,Order granted,2019,2,Adoption,Standard,M/F couple,Male,10-14 years,3
3110,Order granted,2019,2,Adoption,Standard,M/F couple,Male,5-9 years,144
3111,Order granted,2019,2,Adoption,Standard,M/F couple,Male,<1 year,69
3112,Order granted,2019,2,Adoption,Standard,Other or not stated,Female,1-4 years,3
3113,Order granted,2019,2,Adoption,Standard,Other or not stated,Female,<1 year,3
3114,Order granted,2019,2,Adoption,Standard,Other or not stated,Male,1-4 years,6
3115,Order granted,2019,2,Adoption,Standard,Other or not stated,Male,<1 year,3
3116,Order granted,2019,2,Adoption,Standard,Same sex couple,Female,1-4 years,120
3117,Order granted,2019,2,Adoption,Standard,Same sex couple,Female,10-14 years,3
3118,Order granted,2019,2,Adoption,Standard,Same sex couple,Female,15-17 years,3
3119,Order granted,2019,2,Adoption,Standard,Same sex couple,Female,5-9 years,12
3120,Order granted,2019,2,Adoption,Standard,Same sex couple,Female,<1 year,9
3121,Order granted,2019,2,Adoption,Standard,Same sex couple,Male,1-4 years,240
3122,Order granted,2019,2,Adoption,Standard,Same sex couple,Male,10-14 years,3
3123,Order granted,2019,2,Adoption,Standard,Same sex couple,Male,15-17 years,3
3124,Order granted,2019,2,Adoption,Standard,Same sex couple,Male,5-9 years,78
3125,Order granted,2019,2,Adoption,Standard,Same sex couple,Male,<1 year,24
3126,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,1-4 years,135
3127,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,10-14 years,105
3128,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,15-17 years,30
3129,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,5-9 years,84
3130,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,<1 year,3
3131,Order granted,2019,2,Adoption,Standard,Sole applicant,Female,Other,15
3132,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,1-4 years,108
3133,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,10-14 years,66
3134,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,15-17 years,30
3135,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,5-9 years,66
3136,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,<1 year,15
3137,Order granted,2019,2,Adoption,Standard,Sole applicant,Male,Other,6
3138,Order granted,2019,2,Adoption,Standard,Sole applicant,Unknown,1-4 years,3
3139,Order granted,2019,2,Adoption,Standard,Step parent,Female,1-4 years,9
3140,Order granted,2019,2,Adoption,Standard,Step parent,Female,10-14 years,42
3141,Order granted,2019,2,Adoption,Standard,Step parent,Female,15-17 years,27
3142,Order granted,2019,2,Adoption,Standard,Step parent,Female,5-9 years,24
3143,Order granted,2019,2,Adoption,Standard,Step parent,Female,Other,6
3144,Order granted,2019,2,Adoption,Standard,Step parent,Male,1-4 years,6
3145,Order granted,2019,2,Adoption,Standard,Step parent,Male,10-14 years,42
3146,Order granted,2019,2,Adoption,Standard,Step parent,Male,15-17 years,12
3147,Order granted,2019,2,Adoption,Standard,Step parent,Male,5-9 years,27
3148,Order granted,2019,2,Adoption,Standard,Step parent,Male,Other,12
3149,Order granted,2019,3,Adoption,Standard,M/F couple,Female,1-4 years,891
3150,Order granted,2019,3,Adoption,Standard,M/F couple,Female,10-14 years,21
3151,Order granted,2019,3,Adoption,Standard,M/F couple,Female,15-17 years,6
3152,Order granted,2019,3,Adoption,Standard,M/F couple,Female,5-9 years,171
3153,Order granted,2019,3,Adoption,Standard,M/F couple,Female,<1 year,42
3154,Order granted,2019,3,Adoption,Standard,M/F couple,Male,1-4 years,825
3155,Order granted,2019,3,Adoption,Standard,M/F couple,Male,10-14 years,18
3156,Order granted,2019,3,Adoption,Standard,M/F couple,Male,15-17 years,6
3157,Order granted,2019,3,Adoption,Standard,M/F couple,Male,5-9 years,192
3158,Order granted,2019,3,Adoption,Standard,M/F couple,Male,<1 year,69
3159,Order granted,2019,3,Adoption,Standard,Other or not stated,Female,1-4 years,3
3160,Order granted,2019,3,Adoption,Standard,Other or not stated,Male,1-4 years,6
3161,Order granted,2019,3,Adoption,Standard,Other or not stated,Unknown,Unknown,3
3162,Order granted,2019,3,Adoption,Standard,Same sex couple,Female,1-4 years,105
3163,Order granted,2019,3,Adoption,Standard,Same sex couple,Female,5-9 years,6
3164,Order granted,2019,3,Adoption,Standard,Same sex couple,Female,<1 year,15
3165,Order granted,2019,3,Adoption,Standard,Same sex couple,Male,1-4 years,261
3166,Order granted,2019,3,Adoption,Standard,Same sex couple,Male,5-9 years,48
3167,Order granted,2019,3,Adoption,Standard,Same sex couple,Male,<1 year,30
3168,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,1-4 years,162
3169,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,10-14 years,90
3170,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,15-17 years,39
3171,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,5-9 years,66
3172,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,<1 year,9
3173,Order granted,2019,3,Adoption,Standard,Sole applicant,Female,Other,15
3174,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,1-4 years,114
3175,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,10-14 years,78
3176,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,15-17 years,45
3177,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,5-9 years,87
3178,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,<1 year,3
3179,Order granted,2019,3,Adoption,Standard,Sole applicant,Male,Other,6
3180,Order granted,2019,3,Adoption,Standard,Step parent,Female,1-4 years,3
3181,Order granted,2019,3,Adoption,Standard,Step parent,Female,10-14 years,54
3182,Order granted,2019,3,Adoption,Standard,Step parent,Female,15-17 years,42
3183,Order granted,2019,3,Adoption,Standard,Step parent,Female,5-9 years,18
3184,Order granted,2019,3,Adoption,Standard,Step parent,Female,Other,15
3185,Order granted,2019,3,Adoption,Standard,Step parent,Male,1-4 years,3
3186,Order granted,2019,3,Adoption,Standard,Step parent,Male,10-14 years,24
3187,Order granted,2019,3,Adoption,Standard,Step parent,Male,15-17 years,15
3188,Order granted,2019,3,Adoption,Standard,Step parent,Male,5-9 years,33
3189,Order granted,2019,4,Adoption,Standard,M/F couple,Female,1-4 years,804
3190,Order granted,2019,4,Adoption,Standard,M/F couple,Female,10-14 years,21
3191,Order granted,2019,4,Adoption,Standard,M/F couple,Female,15-17 years,3
3192,Order granted,2019,4,Adoption,Standard,M/F couple,Female,5-9 years,171
3193,Order granted,2019,4,Adoption,Standard,M/F couple,Female,<1 year,84
3194,Order granted,2019,4,Adoption,Standard,M/F couple,Male,1-4 years,789
3195,Order granted,2019,4,Adoption,Standard,M/F couple,Male,10-14 years,9
3196,Order granted,2019,4,Adoption,Standard,M/F couple,Male,15-17 years,3
3197,Order granted,2019,4,Adoption,Standard,M/F couple,Male,5-9 years,126
3198,Order granted,2019,4,Adoption,Standard,M/F couple,Male,<1 year,48
3199,Order granted,2019,4,Adoption,Standard,Other or not stated,Female,1-4 years,3
3200,Order granted,2019,4,Adoption,Standard,Other or not stated,Female,5-9 years,3
3201,Order granted,2019,4,Adoption,Standard,Other or not stated,Male,1-4 years,3
3202,Order granted,2019,4,Adoption,Standard,Other or not stated,Male,10-14 years,3
3203,Order granted,2019,4,Adoption,Standard,Same sex couple,Female,1-4 years,135
3204,Order granted,2019,4,Adoption,Standard,Same sex couple,Female,5-9 years,24
3205,Order granted,2019,4,Adoption,Standard,Same sex couple,Female,<1 year,18
3206,Order granted,2019,4,Adoption,Standard,Same sex couple,Male,1-4 years,255
3207,Order granted,2019,4,Adoption,Standard,Same sex couple,Male,15-17 years,3
3208,Order granted,2019,4,Adoption,Standard,Same sex couple,Male,5-9 years,54
3209,Order granted,2019,4,Adoption,Standard,Same sex couple,Male,<1 year,24
3210,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,1-4 years,129
3211,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,10-14 years,75
3212,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,15-17 years,36
3213,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,5-9 years,72
3214,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,<1 year,9
3215,Order granted,2019,4,Adoption,Standard,Sole applicant,Female,Other,24
3216,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,1-4 years,105
3217,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,10-14 years,111
3218,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,15-17 years,15
3219,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,5-9 years,63
3220,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,<1 year,9
3221,Order granted,2019,4,Adoption,Standard,Sole applicant,Male,Other,3
3222,Order granted,2019,4,Adoption,Standard,Step parent,Female,1-4 years,9
3223,Order granted,2019,4,Adoption,Standard,Step parent,Female,10-14 years,30
3224,Order granted,2019,4,Adoption,Standard,Step parent,Female,15-17 years,9
3225,Order granted,2019,4,Adoption,Standard,Step parent,Female,5-9 years,30
3226,Order granted,2019,4,Adoption,Standard,Step parent,Female,Other,12
3227,Order granted,2019,4,Adoption,Standard,Step parent,Male,1-4 years,6
3228,Order granted,2019,4,Adoption,Standard,Step parent,Male,10-14 years,54
3229,Order granted,2019,4,Adoption,Standard,Step parent,Male,15-17 years,6
3230,Order granted,2019,4,Adoption,Standard,Step parent,Male,5-9 years,36
3231,Order granted,2020,1,Adoption,Standard,M/F couple,Female,1-4 years,750
3232,Order granted,2020,1,Adoption,Standard,M/F couple,Female,10-14 years,15
3233,Order granted,2020,1,Adoption,Standard,M/F couple,Female,15-17 years,6
3234,Order granted,2020,1,Adoption,Standard,M/F couple,Female,5-9 years,153
3235,Order granted,2020,1,Adoption,Standard,M/F couple,Female,<1 year,66
3236,Order granted,2020,1,Adoption,Standard,M/F couple,Female,Other,3
3237,Order granted,2020,1,Adoption,Standard,M/F couple,Male,1-4 years,729
3238,Order granted,2020,1,Adoption,Standard,M/F couple,Male,10-14 years,6
3239,Order granted,2020,1,Adoption,Standard,M/F couple,Male,15-17 years,9
3240,Order granted,2020,1,Adoption,Standard,M/F couple,Male,5-9 years,126
3241,Order granted,2020,1,Adoption,Standard,M/F couple,Male,<1 year,57
3242,Order granted,2020,1,Adoption,Standard,M/F couple,Male,Other,3
3243,Order granted,2020,1,Adoption,Standard,Other or not stated,Female,1-4 years,6
3244,Order granted,2020,1,Adoption,Standard,Other or not stated,Female,<1 year,3
3245,Order granted,2020,1,Adoption,Standard,Other or not stated,Male,15-17 years,3
3246,Order granted,2020,1,Adoption,Standard,Same sex couple,Female,1-4 years,132
3247,Order granted,2020,1,Adoption,Standard,Same sex couple,Female,5-9 years,12
3248,Order granted,2020,1,Adoption,Standard,Same sex couple,Female,<1 year,12
3249,Order granted,2020,1,Adoption,Standard,Same sex couple,Male,1-4 years,267
3250,Order granted,2020,1,Adoption,Standard,Same sex couple,Male,5-9 years,69
3251,Order granted,2020,1,Adoption,Standard,Same sex couple,Male,<1 year,15
3252,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,1-4 years,93
3253,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,10-14 years,57
3254,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,15-17 years,33
3255,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,5-9 years,60
3256,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,<1 year,3
3257,Order granted,2020,1,Adoption,Standard,Sole applicant,Female,Other,6
3258,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,1-4 years,141
3259,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,10-14 years,72
3260,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,15-17 years,21
3261,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,5-9 years,51
3262,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,<1 year,6
3263,Order granted,2020,1,Adoption,Standard,Sole applicant,Male,Other,12
3264,Order granted,2020,1,Adoption,Standard,Step parent,Female,1-4 years,6
3265,Order granted,2020,1,Adoption,Standard,Step parent,Female,10-14 years,39
3266,Order granted,2020,1,Adoption,Standard,Step parent,Female,15-17 years,27
3267,Order granted,2020,1,Adoption,Standard,Step parent,Female,5-9 years,21
3268,Order granted,2020,1,Adoption,Standard,Step parent,Female,Other,6
3269,Order granted,2020,1,Adoption,Standard,Step parent,Male,1-4 years,6
3270,Order granted,2020,1,Adoption,Standard,Step parent,Male,10-14 years,33
3271,Order granted,2020,1,Adoption,Standard,Step parent,Male,15-17 years,18
3272,Order granted,2020,1,Adoption,Standard,Step parent,Male,5-9 years,18
3273,Order granted,2020,2,Adoption,Standard,M/F couple,Female,1-4 years,453
3274,Order granted,2020,2,Adoption,Standard,M/F couple,Female,10-14 years,9
3275,Order granted,2020,2,Adoption,Standard,M/F couple,Female,5-9 years,54
3276,Order granted,2020,2,Adoption,Standard,M/F couple,Female,<1 year,39
3277,Order granted,2020,2,Adoption,Standard,M/F couple,Male,1-4 years,372
3278,Order granted,2020,2,Adoption,Standard,M/F couple,Male,10-14 years,3
3279,Order granted,2020,2,Adoption,Standard,M/F couple,Male,5-9 years,60
3280,Order granted,2020,2,Adoption,Standard,M/F couple,Male,<1 year,36
3281,Order granted,2020,2,Adoption,Standard,Other or not stated,Male,1-4 years,3
3282,Order granted,2020,2,Adoption,Standard,Same sex couple,Female,1-4 years,36
3283,Order granted,2020,2,Adoption,Standard,Same sex couple,Female,5-9 years,6
3284,Order granted,2020,2,Adoption,Standard,Same sex couple,Female,<1 year,12
3285,Order granted,2020,2,Adoption,Standard,Same sex couple,Male,1-4 years,81
3286,Order granted,2020,2,Adoption,Standard,Same sex couple,Male,5-9 years,21
3287,Order granted,2020,2,Adoption,Standard,Sole applicant,Female,1-4 years,69
3288,Order granted,2020,2,Adoption,Standard,Sole applicant,Female,10-14 years,48
3289,Order granted,2020,2,Adoption,Standard,Sole applicant,Female,15-17 years,24
3290,Order granted,2020,2,Adoption,Standard,Sole applicant,Female,5-9 years,36
3291,Order granted,2020,2,Adoption,Standard,Sole applicant,Female,Other,9
3292,Order granted,2020,2,Adoption,Standard,Sole applicant,Male,1-4 years,66
3293,Order granted,2020,2,Adoption,Standard,Sole applicant,Male,10-14 years,51
3294,Order granted,2020,2,Adoption,Standard,Sole applicant,Male,15-17 years,12
3295,Order granted,2020,2,Adoption,Standard,Sole applicant,Male,5-9 years,33
3296,Order granted,2020,2,Adoption,Standard,Sole applicant,Male,<1 year,6
3297,Order granted,2020,2,Adoption,Standard,Step parent,Female,1-4 years,3
3298,Order granted,2020,2,Adoption,Standard,Step parent,Female,10-14 years,24
3299,Order granted,2020,2,Adoption,Standard,Step parent,Female,15-17 years,36
3300,Order granted,2020,2,Adoption,Standard,Step parent,Female,5-9 years,3
3301,Order granted,2020,2,Adoption,Standard,Step parent,Female,Other,6
3302,Order granted,2020,2,Adoption,Standard,Step parent,Male,1-4 years,9
3303,Order granted,2020,2,Adoption,Standard,Step parent,Male,10-14 years,21
3304,Order granted,2020,2,Adoption,Standard,Step parent,Male,15-17 years,12
3305,Order granted,2020,2,Adoption,Standard,Step parent,Male,5-9 years,15
3306,Order granted,2020,2,Adoption,Standard,Step parent,Male,Other,3
3307,Order granted,2020,3,Adoption,Standard,M/F couple,Female,1-4 years,750
3308,Order granted,2020,3,Adoption,Standard,M/F couple,Female,10-14 years,12
3309,Order granted,2020,3,Adoption,Standard,M/F couple,Female,15-17 years,3
3310,Order granted,2020,3,Adoption,Standard,M/F couple,Female,5-9 years,156
3311,Order granted,2020,3,Adoption,Standard,M/F couple,Female,<1 year,21
3312,Order granted,2020,3,Adoption,Standard,M/F couple,Female,Other,3
3313,Order granted,2020,3,Adoption,Standard,M/F couple,Male,1-4 years,675
3314,Order granted,2020,3,Adoption,Standard,M/F couple,Male,10-14 years,24
3315,Order granted,2020,3,Adoption,Standard,M/F couple,Male,15-17 years,6
3316,Order granted,2020,3,Adoption,Standard,M/F couple,Male,5-9 years,186
3317,Order granted,2020,3,Adoption,Standard,M/F couple,Male,<1 year,42
3318,Order granted,2020,3,Adoption,Standard,Other or not stated,Female,1-4 years,6
3319,Order granted,2020,3,Adoption,Standard,Other or not stated,Female,15-17 years,3
3320,Order granted,2020,3,Adoption,Standard,Other or not stated,Male,1-4 years,6
3321,Order granted,2020,3,Adoption,Standard,Other or not stated,Male,10-14 years,6
3322,Order granted,2020,3,Adoption,Standard,Other or not stated,Male,5-9 years,6
3323,Order granted,2020,3,Adoption,Standard,Other or not stated,Male,<1 year,3
3324,Order granted,2020,3,Adoption,Standard,Same sex couple,Female,1-4 years,90
3325,Order granted,2020,3,Adoption,Standard,Same sex couple,Female,10-14 years,3
3326,Order granted,2020,3,Adoption,Standard,Same sex couple,Female,5-9 years,12
3327,Order granted,2020,3,Adoption,Standard,Same sex couple,Female,<1 year,6
3328,Order granted,2020,3,Adoption,Standard,Same sex couple,Male,1-4 years,213
3329,Order granted,2020,3,Adoption,Standard,Same sex couple,Male,5-9 years,72
3330,Order granted,2020,3,Adoption,Standard,Same sex couple,Male,<1 year,15
3331,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,1-4 years,96
3332,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,10-14 years,54
3333,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,15-17 years,21
3334,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,5-9 years,84
3335,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,<1 year,9
3336,Order granted,2020,3,Adoption,Standard,Sole applicant,Female,Other,24
3337,Order granted,2020,3,Adoption,Standard,Sole applicant,Male,1-4 years,102
3338,Order granted,2020,3,Adoption,Standard,Sole applicant,Male,10-14 years,42
3339,Order granted,2020,3,Adoption,Standard,Sole applicant,Male,15-17 years,18
3340,Order granted,2020,3,Adoption,Standard,Sole applicant,Male,5-9 years,72
3341,Order granted,2020,3,Adoption,Standard,Step parent,Female,1-4 years,3
3342,Order granted,2020,3,Adoption,Standard,Step parent,Female,10-14 years,12
3343,Order granted,2020,3,Adoption,Standard,Step parent,Female,15-17 years,15
3344,Order granted,2020,3,Adoption,Standard,Step parent,Female,5-9 years,15
3345,Order granted,2020,3,Adoption,Standard,Step parent,Female,Other,9
3346,Order granted,2020,3,Adoption,Standard,Step parent,Male,1-4 years,9
3347,Order granted,2020,3,Adoption,Standard,Step parent,Male,10-14 years,21
3348,Order granted,2020,3,Adoption,Standard,Step parent,Male,15-17 years,18
3349,Order granted,2020,3,Adoption,Standard,Step parent,Male,5-9 years,15
3350,Order granted,2020,3,Adoption,Standard,Step parent,Male,Other,9
3351,Order granted,2020,4,Adoption,Standard,M/F couple,Female,1-4 years,735
3352,Order granted,2020,4,Adoption,Standard,M/F couple,Female,10-14 years,3
3353,Order granted,2020,4,Adoption,Standard,M/F couple,Female,5-9 years,168
3354,Order granted,2020,4,Adoption,Standard,M/F couple,Female,<1 year,36
3355,Order granted,2020,4,Adoption,Standard,M/F couple,Male,1-4 years,756
3356,Order granted,2020,4,Adoption,Standard,M/F couple,Male,10-14 years,3
3357,Order granted,2020,4,Adoption,Standard,M/F couple,Male,15-17 years,9
3358,Order granted,2020,4,Adoption,Standard,M/F couple,Male,5-9 years,108
3359,Order granted,2020,4,Adoption,Standard,M/F couple,Male,<1 year,27
3360,Order granted,2020,4,Adoption,Standard,Other or not stated,Female,1-4 years,9
3361,Order granted,2020,4,Adoption,Standard,Other or not stated,Female,5-9 years,3
3362,Order granted,2020,4,Adoption,Standard,Other or not stated,Male,1-4 years,6
3363,Order granted,2020,4,Adoption,Standard,Other or not stated,Male,5-9 years,3
3364,Order granted,2020,4,Adoption,Standard,Other or not stated,Unknown,Unknown,9
3365,Order granted,2020,4,Adoption,Standard,Same sex couple,Female,1-4 years,117
3366,Order granted,2020,4,Adoption,Standard,Same sex couple,Female,5-9 years,21
3367,Order granted,2020,4,Adoption,Standard,Same sex couple,Female,<1 year,6
3368,Order granted,2020,4,Adoption,Standard,Same sex couple,Male,1-4 years,312
3369,Order granted,2020,4,Adoption,Standard,Same sex couple,Male,5-9 years,81
3370,Order granted,2020,4,Adoption,Standard,Same sex couple,Male,<1 year,15
3371,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,1-4 years,153
3372,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,10-14 years,75
3373,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,15-17 years,42
3374,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,5-9 years,63
3375,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,<1 year,3
3376,Order granted,2020,4,Adoption,Standard,Sole applicant,Female,Other,12
3377,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,1-4 years,96
3378,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,10-14 years,42
3379,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,15-17 years,42
3380,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,5-9 years,42
3381,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,<1 year,6
3382,Order granted,2020,4,Adoption,Standard,Sole applicant,Male,Other,15
3383,Order granted,2020,4,Adoption,Standard,Step parent,Female,1-4 years,3
3384,Order granted,2020,4,Adoption,Standard,Step parent,Female,10-14 years,39
